Año;Trimestre;codigoDonativo;descripcion;pasivo;codigoPasivo;organismo;IdOrPortal;cargo;fechaDonativo;ocasion
2020;1;ah001377443;10 Entradas a Festival de las Linternas Chinas de Sichuan (FESILUZ);Viviano Esteban Carrasco Zambrano;AH001307187;SUBSECRETARÍA DE ECONOMÍA;ah001;Subsecretario(a);24-02-2020;De la realización de FESILUZ
2020;1;ah001377453;"Libro ""Región Patrimonial O'Higgins""";Viviano Esteban Carrasco Zambrano;AH001307187;SUBSECRETARÍA DE ECONOMÍA;ah001;Subsecretario(a);18-02-2020;En el marco de visita institucional a la Región del Libertador Gral. Bernardo O'Higgins
2020;1;ah001377463;2 botellas para el agua;Viviano Esteban Carrasco Zambrano;AH001307187;SUBSECRETARÍA DE ECONOMÍA;ah001;Subsecretario(a);28-02-2020;Durante visita del Subsecretario a la Región de Valparaíso, y en el marco de difusión de la campaña de #nomásplástico en Rapa Nui,
2020;1;bc002375983;10 entradas para Festival Internacional de Luces Chinas (Fesiluz);Juan Camilo Pardo De Castro;BC002308181;Servicio Nacional del Patrimonio;bc002;Subsecretario(a) (S);14-02-2020;Cortesía
2020;1;ab010375193;"Libro ""Guía Social espiritual y gastronómica""";Geoconda Navarrete Arratia;AB010172722;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendente(a);05-02-2020;saludo protocolar
2020;1;ab010375203;Galvano Sindicato Suplementeros Coyyaique, por su constante apoyo, Suplementeros de Talcahuano un porta llaes de madera, Arica un recuerdo con adhesico, Puente alto un tarjetero, onfederación nacional un cuaderno, Arica un adorno de género, Sindicato Antofagasta un galvano, Maipú una bufanda, concepción un llavero, Villa alemana una artesanía de piedra y adera perqueño.;Geoconda Navarrete Arratia;AB010172722;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendente(a);06-02-2020;Encuento de Suplementeros
2020;1;ab010376043;"un libro ""Mitología Mapuche";Geoconda Navarrete Arratia;AB010172722;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendente(a);18-02-2020;saludo protocolar
2020;1;ab010376703;"libro ""CHILE DESDE EL AIRE"" UNA GEOGRAFIA HUMANA";Geoconda Navarrete Arratia;AB010172722;INTENDENCIA REGIÓN DE AYSÉN;ab010;Intendente(a);26-02-2020;saludo protocolar
2020;1;ab011381693;Escultura Grifo de Agua;Lucía Pilar Pinto Ramírez;AB011173234;INTENDENCIA REGIÓN DE COQUIMBO;ab011;Intendente(a);05-02-2020;Visita Planta Producción Agua Potable
2020;1;ab017377833;"LIBRO ""MANUAL DE FITOPOESÍA"" AUTOR YATIRI CARLOS BARTOLO CASTILLO";Miguel Angel Quezada Torres;AB017172833;INTENDENCIA REGIÓN DE TARAPACÁ;ab017;Intendente;06-03-2020;SALUDO
