"codigoPasivo","pasivo","codigoOrganismo","organismo","cargo","codigoAudiencia"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003841"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003871"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003901"
"NR0030079809772-18","Rodrigo Vergara Montes","nr003","BANCO CENTRAL","Presidente Banco Central","nr003761"
"AF0017028","Nicolás Eyzaguirre Guzmán","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af001152161"
"AG0014216","Marcelo Diaz Diaz","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag001161051"
"AG0014216","Marcelo Diaz Diaz","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag001172951"
"AG0014216","Marcelo Diaz Diaz","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag001172971"
"AI0074405","Marcos Barraza Gómez","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai007165791"
"AI0074405","Marcos Barraza Gómez","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai007207331"
"AM001197","Alberto Undurraga Vicuña","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am001211441"
"AM001197","Alberto Undurraga Vicuña","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am001211351"
"AM001197","Alberto Undurraga Vicuña","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am001211391"
"AM001197","Alberto Undurraga Vicuña","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am001211621"
"AM001197","Alberto Undurraga Vicuña","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am001211541"
"AM001197","Alberto Undurraga Vicuña","am001","SUBSECRETARÍA DE OBRAS PÚBLICAS","Ministro","am001211561"
"AN00170","Andrés Gómez - Lobo Echenique","an001","SUBSECRETARIA DE TRANSPORTES","Ministro","an001228681"
"AN00170","Andrés Gómez - Lobo Echenique","an001","SUBSECRETARIA DE TRANSPORTES","Ministro","an001145071"
"AN0025112","Andrés Gómez - Lobo Echenique","an002","SUBSECRETARÍA DE TELECOMUNICACIONES","Ministro","an002145491"
"AP001248","Paulina Saball Astaburuaga","ap001","SUBSECRETARIA DE VIVIENDA Y URBANISMO","Ministro","ap001195211"
"AP001248","Paulina Saball Astaburuaga","ap001","SUBSECRETARIA DE VIVIENDA Y URBANISMO","Ministro","ap001195221"
"AP001248","Paulina Saball Astaburuaga","ap001","SUBSECRETARIA DE VIVIENDA Y URBANISMO","Ministro","ap001195201"
"AP001248","Paulina Saball Astaburuaga","ap001","SUBSECRETARIA DE VIVIENDA Y URBANISMO","Ministro","ap001202201"
"AP001248","Paulina Saball Astaburuaga","ap001","SUBSECRETARIA DE VIVIENDA Y URBANISMO","Ministro","ap001195121"
"AS001380","Aurora Elvira Williams Baussa","as001","SUBSECRETARÍA DE MINERÍA","Ministro","as001217131"
"AS001380","Aurora Elvira Williams Baussa","as001","SUBSECRETARÍA DE MINERÍA","Ministro","as001217141"
"AS001380","Aurora Elvira Williams Baussa","as001","SUBSECRETARÍA DE MINERÍA","Ministro","as001217161"
"AS001380","Aurora Elvira Williams Baussa","as001","SUBSECRETARÍA DE MINERÍA","Ministro","as001217181"
"AS001380","Aurora Elvira Williams Baussa","as001","SUBSECRETARÍA DE MINERÍA","Ministro","as001217201"
"AS001380","Aurora Elvira Williams Baussa","as001","SUBSECRETARÍA DE MINERÍA","Ministro","as001217221"
"AS001380","Aurora Elvira Williams Baussa","as001","SUBSECRETARÍA DE MINERÍA","Ministro","as001217241"
"AU002421","Maximo Jorge Pacheco Matte","au002","SUBSECRETARIA DE ENERGÍA","Ministro","au002169091"
"AU002421","Maximo Jorge Pacheco Matte","au002","SUBSECRETARIA DE ENERGÍA","Ministro","au002200141"
"AU002421","Maximo Jorge Pacheco Matte","au002","SUBSECRETARIA DE ENERGÍA","Ministro","au002200181"
