"codigoPasivo","pasivo","codigoOrganismo","organismo","cargo","codigoAudiencia"
"NR00353","Mario Marcel Cullell","nr003","BANCO CENTRAL","Presidente Banco Central","nr0032621"
"AG00363529","Genaro Arriagada Herrera","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031841001"
"AG00363530","María de los Ángeles Covarrubias Claro","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031363811"
"AG00363534","Gastón Alfonso Gómez Bernales ","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031363821"
"AG00363540","Roberto Guerrero Valenzuela","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031363831"
"AG00363544","María Esperanza Silva Soura","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031363841"
"AG00363548","Mabel Natali Iturrieta Bascuñán","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031363851"
"AG00363523","Oscar Reyes Peña","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031840441"
"AG00363523","Oscar Reyes Peña","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031326571"
"AG00363523","Oscar Reyes Peña","ag003","CONSEJO NACIONAL DE TELEVISIÓN (CNTV)","Consejero del Consejo Nacional de Televisión","ag0031840711"
"AB0011130","Mahmud Aleuy Peña y Lillo","ab001","SUBSECRETARÍA DEL INTERIOR","Ministro","ab0012136891"
"AE0014727","Rodrigo Valdés Pulido","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0011313921"
"AE0014727","Rodrigo Valdés Pulido","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0011329761"
"AE0014727","Rodrigo Valdés Pulido","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0011380181"
"AE0014727","Rodrigo Valdés Pulido","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0011455981"
"AE0014727","Rodrigo Valdés Pulido","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0011456001"
"AE0014727","Rodrigo Valdés Pulido","ae001","SUBSECRETARÍA DE HACIENDA","Ministro","ae0011387961"
"AF0017028","Nicolás Eyzaguirre Guzmán","af001","SUBSECRETARÍA GENERAL DE LA PRESIDENCIA","Ministro","af0011476791"
"AG00178564","Paula Verónica Narváez Ojeda","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0011320211"
"AG00178564","Paula Verónica Narváez Ojeda","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0011535551"
"AG00178564","Paula Verónica Narváez Ojeda","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0011535591"
"AG00178564","Paula Verónica Narváez Ojeda","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0011535641"
"AG00178564","Paula Verónica Narváez Ojeda","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0011535561"
"AG00178564","Paula Verónica Narváez Ojeda","ag001","SUBSECRETARIA GENERAL DE GOBIERNO","Ministro","ag0011535601"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011384871"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011384911"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011384921"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011401061"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011401071"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011401081"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011401091"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011401101"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011401111"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011401121"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011401131"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011423431"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011423451"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011423481"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011489541"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011489711"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011491661"
"AH00178","Luis Felipe Céspedes Cifuentes","ah001","SUBSECRETARÍA DE ECONOMÍA","Ministro","ah0011402401"
"AI0074405","Marcos Barraza Gómez","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0071292191"
"AI0074405","Marcos Barraza Gómez","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0071428431"
"AI0074405","Marcos Barraza Gómez","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0071439171"
"AI0074405","Marcos Barraza Gómez","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0071457301"
"AI0074405","Marcos Barraza Gómez","ai007","SUBSECRETARIA DE EVALUACIÓN SOCIAL","Ministro","ai0071465221"
"AK00174719","JAIME CAMPOS QUIROGA","ak001","SUBSECRETARÍA DE JUSTICIA","Ministro","ak0011466371"
