"codigoViaje","destino","pasivo","codigoPasivo","organismo","IdOrPortal","cargo","fechaInicio","fechaTermino","descripcion","costo","financistas"
"ag0013162","Valparaíso","Rodolfo Andrés Baier Esteban","AG00116","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Subsecretario(a)",2015-01-07,2015-01-07,"Reunión Trabajo de Coordinación Legislativa Bancada PRSD - ",40827,"   Ministerio Secretaria General de Gobierno - "
"ag0013172","Arica","Rodolfo Andrés Baier Esteban","AG00116","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Subsecretario(a)",2015-01-15,2015-01-18,"Visita Regional: AGENDA  VIERNES 16  09:00 horas  Desayuno Medios de Comunicación/Fondo de Medios. Dependencias Gobierno Regional.  11:00 horas  Entrevista en Radio Puerta Norte 92.1 FM. Parque Lauca  11:30 horas Difusión entrega gratuita Certificados Vigencia Organizaciones Sociales Registro Civil e Identificación. Oficinas Registro Civil  12.00 horas Reunión con equipo de trabajo Seremi. Oficinas Gobierno Regional.   13:00 horas Entrevista radial Noticiero Ojo de Águila, Radio Cappissima Multimedial. 21 de Mayo esquina Gral Lagos. (GANADORA FONDO MEDIOS 2014)   13.45 horas Almuerzo   17:00 horas Encuentro con ganadores FFOIP Regional (3) y Nacional (1). Sede Social Pacha Aru.      19:00 horas Recorrido Proyecto FIL inserto en Programa Quiero Mi Barrio con Certificación en Sede Social Junta Vecinal Norte Grande.   21:30 horas Entrevista Noticiero Arica TV, Edificio Plaza  SABADO 17     09:30 horas  Reunión Nueva Mayoría. Dependencias Gobierno Regional.  11:00 horas Promoción Campaña Nacional “Entrega tu arma” (lugar por definir).  12:00 horas  Participación en muestra de Brigada Juvenil Bomberos (única en Chile) beneficiada con Fondo FIL. - ",522437,"   Ministerio Secretaria General de Gobierno - "
"ag0013182","San Antonio","Rodolfo Andrés Baier Esteban","AG00116","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Subsecretario(a)",2015-01-22,2015-01-22,"Visita Regional a la Comuna de San Antonio                                                                                                                 9:00  Llegada a San Antonio   9:15 Entrevista Radio La Bruja / contacto Julio Núñez 09 9603916  Dirección: Av. Barros Luco 1490, Depto. 24 San Antonio   10:00  Pauta de Prensa. Verano seguro 2015, organizado por Seremi de Gobierno, CONASET, Seremi de Transporte, Fundación Emilia, Carabineros.  Dirección: Av. Ramón Barros Luco frente a Mall de San Antonio  11:00  Hito comunicacional por RS Jardines Infantiles JUNJI. Se da a conocer el RS a la primera iniciativa de la provincia que se enmarca en la meta presidencial de los nuevos estándares.  Asisten. Seremi Desarrollo Social, Gobernadora San Antonio, Directora Junji, Intendente (por confirmar), Alcalde San Antonio. Dirección: Eucaliptus s/n Lote B1 Llolleo, San Antonio.  12:00  Visita de Subsecretario Baier a Centro Cultural para visitar exposición de proyecto FIL adjudicado por el Centro de Rehabilitación de Padua. Se sugiere luego, visitar Centro de Rehabilitación ubicado a dos cuadras del lugar.  Dirección: Calle 30 de Marzo N° 1561, San Antonio. Fono 35-2616013  13:00  Visita a medios de comunicación. Canal 2. Entrevista en vivo y luego Radio Chilena.   Dirección: Calle Patria 1951  14:00  Almuerzo con Seremi de Gobierno 15:30  Entrevista Diario El Líder de San Antonio. Contacto Carlos Rodríguez 97496595  Dirección: Av. Barros Luco 2170, San Antonio 16:45  Entrevista Radio Vacaciones de El Quisco. Contacto Fulvio Giglio  Dirección: José Narciso Aguirre Nº027, 2º piso - ",40827,"   Ministerio Secretaria General de Gobierno - "
"ag0013512","Quillota-Curico","Rodolfo Andrés Baier Esteban","AG00116","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Subsecretario(a)",2015-01-29,2015-01-29,"9:00  Llegada 9:15 -9:25 Quillota Entrevista en Radio Quillota. Misma información es utilizada para publicar luego entrevista en Diario El Observador. Contacto: Claudio Espejo, Móvil: 914 06 264, Dirección: La Concepción 227 Casilla 1-D Además de temas nacionales y contingencia, es posible que también le pregunten por su nuevo rumbo profesional luego de ser periodista reconocido en radios y deportes en Quillota.   9:30 – 10:00 Quillota Visita – Reunión con Alcalde de Quillota, Luis Mella Gajardo  (Móvil: 87298699), Dirección  Maipú 330, 2 piso. Contacto municipalidad. Secretaria: 2291138-2291100  10:30 – 11:00 Hijuelas Inauguración de Escuela de Dirigentes en Hijuelas con autoridades Gobernador, César Barra; Alcaldesa, Verónica Rossat; Seremi de Gobierno, Katherine Araya; Subsecretario de Gobierno, Rodolfo Baier; Senador Ricardo Lagos Weber. Se trata de una formación en áreas de formulación de proyectos y oferta pública a1 20 dirigentes sociales. Lugar: Salón de Honor de Municipalidad de Hijuelas. (a 30 minutos de Quillota)  Dirección: Manuel Rodríguez 1665, Hijuelas. ---------------------------------------------------------------------------------------------- Entrevista Canal Cosmos. Se hará en alguna pausa una entrevista en el mismo lugar del acto.  Contacto: Adrián Escobar, 61874673. Email: adrianremi@yahoo.com  11:30 – 12:00 Quillota Entrevista con La Estrella de Quillota, Contacto: Juan Riquelme,  Móvil: 943 82 080, Dirección: Chacabuco 358, (pleno centro). Enfoque de entrevista más personal. Nuevo desafío en el Gobierno. La gente lo recuerda por su programa deportivo. Quieren saber más de su vida y significado de este nuevo trabajo.   12:30 -12:45  Camino a Hijuelas Contacto telefónico con Radio Libra y Nexo a propósito de visita del Subsecretario en informativo central (4 minutos). Edición general Sr. Manolo Romero, móvil: 99561932.  Para el contacto llamar al teléfono: (033) 2268164 – (033) 2267588 – (033) 2268001. 13:00 -14:30  Hijuelas Almuerzo. Porotada- Finalización de la actividad   17:30 Participa en Escuela de  Verano de las Juventudes Comunista en Representación de la Presidneta - ",40827,"   Ministerio Secretaria General de Gobierno - "
"ag0013642","Valparaíso","Álvaro Antonio Elizalde Soto","AG00115","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Ministro(a)",2015-01-26,2015-01-26,"Sesión Comisión - ",40827,"   Ministerio Secretaria General de Gobierno - "
"ag0013652","Valparaíso","Álvaro Antonio Elizalde Soto","AG00115","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Ministro(a)",2015-01-27,2015-01-27,"Sesión Congreso - ",40827,"   Ministerio Secretaria General de Gobierno - "
"ag0013662","Valparaíso","Álvaro Antonio Elizalde Soto","AG00115","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Ministro(a)",2015-01-28,2015-01-28,"Sesión en Congreso - ",40827,"   Ministerio Secretaria General de Gobierno - "
"ag0014312","Región del Maule","Rodolfo Andrés Baier Esteban","AG00116","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Subsecretario(a)",2015-02-10,2015-02-11,"Martes 10 de febrero     Hora Lugar Dirección Actividad Asistentes 10:30 a 10:50 Canal Contivisión   Cruz #581 Constitución Entrevista Matinal Enfoque AM  Subsecretario Baier y Conductores Álvaro y Rocío 11:00 a 11:30 Primera Playa Constitución Avda. Costanera s/n Constitución Volanteo (Optativo) Subsecretario Baier, Seremi Gobierno, Seremi Transporte. 12:30 a 13:30 Intendencia del Maule 3 Sur #777, Talca Reunión Intendente, y Representantes Medios de Comunicación Intendente Veloso; Seremi Gobierno: Representantes Medios de Comunicación  14:00 a 15:30 Club Talca 1 Oriente #1033 Talca Almuerzo Equipo Segegob Maule Equipo Segegob Maule 15:45 a 16:45 Diario El Centro Avda Lircay #3030 Talca Reunión y Entrevista Director José Manuel Álvarez; Gte Patricio Castillo; Subsecretario Baier y Seremi de Gobierno 17:00 a 17:20 Radio Fantástica 6 Oriente #741 Entrevista Subsecretario Baier y conductor Juan Carlos Barrueto 18:00 a 18:50 Gobernación de Curicó Montt #40  Curicó Reunión Gobernadora de Curicó y Representantes Medios de Comunicación Gobernadora Curicó; Subsecretario Baier; Seremi Gobierno; Representantes Medios de Comunicación 19:00 a 19:30 Diario La Prensa Sargento Aldea #632 Curicó Entrevista Subsecretario Baier y Periodista Visita Subsecretario Rodolfo Baier al Maule Martes 10 y Miércoles 11 de febrero    Miércoles 11 de febrero     Hora Lugar Dirección Actividad Asistentes 10:30 Gobernación Linares Manuel Rodríguez #580 Linares Visita Protocolar Gobernadora Gobernadora de Linares; Seremi Gobierno; Subsecretario Baier 11:00 Gobernación Linares Manuel Rodríguez #580 Linares Reunión Gobernadora y Medios Locales Gobernadora de Linares; Seremi Gobierno; Subsecretario Baier y Representantes de Medios 12:00 - 12:30 Canal 5 Rengo #959 Linares Entrevista Subsecretario Baier más Conductor  12:30 - 13:00 Radio Ancoa Rengo #959 Linares Entrevista Subsecretario Baier más Conductor 14:00 - 15:00 Restaurant Malvinas 2 Norte #20 Longavía Almuerzo Político Alcalde, Concejales; Gobernadora de Linares; Seremi Gobierno y Subsecretario Baier 16:00 - 17:00 Gobernación Cauquenes Antonio Varas #450 / 2° Piso Reunión Gobernador; Org Sociales y Medios Locales Alcalde; Subsecretario Baier; Seremi Gobierno; Org Sociales y Representantes  Medios  17:15 - 17:30 Radio Red Geminis San Ignacio #578 Entrevista Subsecretario Baier más conductor 18:00 - 19:00 Municipalidad de Pelluhue Samuel Jofré Rojas #415 Lanzamiento Verano para Todos y Todas – Los Tres; Tommy Rey más Hermanos Bustos Subsecretario Baier; Alcalde Pelluhue y Seremi de Gobierno - ",142895,"   Ministerio Secretaria General de Gobierno - "
"ag0015312","San Fernando-Santa Cruz","Rodolfo Andrés Baier Esteban","AG00116","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Subsecretario(a)",2015-03-13,2015-03-13,"PROGRAMA VISITA SUBSECRETARIO GENERAL DE GOBIERNO PROVINCIA DE COLCHAGUA- REGIÓN DE O´HIGGINS  VIERNES 13 DE MARZO 2015   10:00 hrs.  San Fernando  Saludo protocolar a Gobernadora Provincia de Colchagua Srta. Carolina Cucumides Calderón.  Comuna de San Fernando, Olegario Lazo 602. Subsecretario General de Gobierno                          Sr. Rodolfo Baier Esteban, Seremi de Gobierno Sr. Mauricio Valderrama Álvarez. 10:15 hrs.  San Fernando Visita a medios de Comunicación de la comuna de San Fernando - Diario VI Región - Radio Gobernadora Provincia de Colchagua Srta. Carolina Cucumides Calderón,                               Subsecretario General de Gobierno                          Sr. Rodolfo Baier Esteban, Seremi de Gobierno Sr. Mauricio Valderrama Álvarez. 11:00 hrs. San Fernando   Encuentro dialogo con vecinos de la comuna de San Fernando. Sede social comité de adelanto Villa El Origen, calle Abelino Barros N° 0757. Gobernadora Provincia de Colchagua Srta. Carolina Cucumides Calderón,                               Subsecretario General de Gobierno                          Sr. Rodolfo Baier Esteban, Seremi de Gobierno Sr. Mauricio Valderrama Álvarez. 13:30 hrs.  Santa Cruz Almuerzo Club Social, plaza de Armas de Santa Cruz.  Gobernadora Provincia de Colchagua Srta. Carolina Cucumides Calderón,                               Subsecretario General de Gobierno                          Sr. Rodolfo Baier Esteban, Seremi de Gobierno Sr. Mauricio Valderrama Álvarez. 15:30 hrs  Santa Cruz Difusión Fondo de Medios 2015.  Medios de comunicación de la Provincia de Colchagua. Café patio Casanova, centro Santa Cruz.  Gobernadora Provincia de Colchagua Srta. Carolina Cucumides Calderón,                               Subsecretario General de Gobierno                          Sr. Rodolfo Baier Esteban, Seremi de Gobierno Sr. Mauricio Valderrama Álvarez. 18:00 hrs   Peralillo Entrega de 40 certificados a participantes de Escuela de Fortalecimiento . Comuna de Peralillo, estación de Peralillo s/n.  Gobernadora Provincia de Colchagua Srta. Carolina Cucumides Calderón,                               Subsecretario General de Gobierno                          Sr. Rodolfo Baier Esteban, Seremi de Gobierno Sr. Mauricio Valderrama Álvarez. - ",40828,"   Ministerio Secretaria General de Gobierno - "
"ag0015832","Viña del Mar V Región","Álvaro Antonio Elizalde Soto","AG00115","SUBSECRETARIA GENERAL DE GOBIERNO","ag001","Ministro(a)",2015-03-20,2015-03-20,"Reunión Comisión, Cerro Castillo - ",40827,"   Ministerio Secretaria General de Gobierno - "
"ah0012302","valparaiso","KATIA  TRUSICH ORTIZ ","AH001101","SUBSECRETARÍA DE ECONOMÍA","ah001","Subsecretario(a)",2015-01-06,2015-01-06,"Sesión en el Congreso Nacional - ",44228,"   Subsecretaria de Economia y Empresas de Menor Tamaño - "
"ah0012382","Valparaiso","KATIA  TRUSICH ORTIZ ","AH001101","SUBSECRETARÍA DE ECONOMÍA","ah001","Subsecretario(a)",2015-01-07,2015-01-07,"Presentacion Proyecto de Ley - ",44228,"   Subsecretaria de Economia y Empresas de Menor Tamaño -     Subsecretaria de Economia y Empresas de Menor Taño - "
"ah0012532","Talca","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-01-10,2015-01-10,"Ministro encabeza la campaña ""Verano para todas y todos"" en la región del Maule - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0012542","IQUIQUE","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-01-09,2015-01-09,"MINISTRO PARTICIPA EN DIVERSAS ACTIVIDADES EN LA CIUDAD DE IQUIQUE - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0012672","VALPARAISO","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-01-14,2015-01-14,"PARTICIPAR EN UNA REUNIÓN DE PESCA - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0012822","ANTOFASGASTA","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-01-15,2015-01-15,"LANZAMIENTO NACIONAL DEL PROGRAMA ESTRATEGICO MINERO ""MINERIA PALANCA DEL DESARROLLO DE CHILE"" - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0012892","SAN ANTONIO","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-01-20,2015-01-20,"Firma Memorandum de Entendimiento entre Corfo y Maersk Container Industry San Antonio (MCIS) - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0013092","MATANZA - REGIÓN DE O´HIGGINS","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-01-22,2015-01-22,"CEREMONIA DE LANZAMIENTO DEL PROGRAMA "" VACACIONA CALETA"" - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0013522","Concepcion","KATIA  TRUSICH ORTIZ ","AH001101","SUBSECRETARÍA DE ECONOMÍA","ah001","Subsecretario(a)",2015-01-23,2015-01-23,"expositora en ceremonia de lanzamiento de granconcepcion ciudad creativa - ",304046,"   Subsecretaria de Economia y Empresas de Menor Tamaño - "
"ah0013902","VALPARAISO","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-01-21,2015-01-21,"Asiste a la Comisión de Pesca, Acuicultura e Intereses Marítimos - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0013912","ANTOFAGASTA","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-01-23,2015-01-23,"REUNIÓN EN LA INTENDENCIA DE ANTOFAGASTA - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0015332","TEMUCO","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-03-05,2015-03-06,"VISITA REGIÓN DE LA ARAUCANÍA - ",142895,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0015342","VALPARAÍSO","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-03-04,2015-03-04,"ASISTIR A LA COMISIÓN DE PESCA DE LA CÁMARA DE DIPUTADOS - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0015352","VALPARAÍSO","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-03-10,2015-03-10,"ASISTE A LA COMISIÓN DE PESCA DE LA CÁMARA Y A UNA SESIÓN ESPECIAL - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0015362","VALPARAÍSO","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-03-11,2015-03-11,"COMISIÓN DE PESCA DE LA CÁMARA Y A LA SESIÓN DEL SENADO CON MOTIVO DE LA ELECCIÓN DEL NUEVO PRESIDENTE. - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0015372","VALPARAISO","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-03-17,2015-03-17,"MINISTRO ASISTE AL CONGRESO, PARTICIPA EN COMISIONES Y REUNIONES PROGRAMADAS. - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENORA TAMAÑO - "
"ah0015382","VALPARAÍSO","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-03-18,2015-03-18,"ASISTE A LA COMISIÓN DE PESCA Y DE HACIENDA DE LA CÁMARA DE DIPUTADOS - ",40827,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0015392","PUNTA ARENAS","Luis Felipe Céspedes Cifuentes","AH00178","SUBSECRETARÍA DE ECONOMÍA","ah001","Ministro de Economía, Fomento y Turismo",2015-03-19,2015-03-20,"CUENTA PÚBLICA MINISTERIO DE ECONOMÍA - ",142895,"   SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMAÑO - "
"ah0016632","Valparaiso","KATIA  TRUSICH ORTIZ ","AH001101","SUBSECRETARÍA DE ECONOMÍA","ah001","Subsecretario(a)",2015-03-11,2015-03-11,"sesion del consejo - ",44228,"   Subsecretaria de Economia - "
"ah0023452","Santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-01-02,2015-01-02,"Reunión Ministerio de Economía, Tema:  Desarrollo Productivo Caletas Pesqueras - ",40828,"   subsecretaria de pesca y acuicultura - "
"ah0023462","santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-01-05,2015-01-05,"Reunión SEGPRES y entrevista CNN - ",40828,"   subsecretaria de pesca y acuicultura - "
"ah0023472","Navidad","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-01-22,2015-01-22,"Lanzamiento Campaña ""Vacaciona Caleta"", en Caleta Matanzas, Navidad - ",40828,"   subsecretario de pesca y acuicultura - "
"ah0023482","santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-01-23,2015-01-23,"Reunión de Coordinación con Subsecretarios en Ministerio del Interior - ",40828,"   subsecretaria de pesca y acuicultura - "
"ah0023492","Santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-01-26,2015-01-26,"Firma Memorandum de Entendimiento con Emiratos Árabes - ",40828,"   subsecretaria de pesca y acuicultura - "
"ah0023502","santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-01-28,2015-01-28,"Reuniones en la Subsecretaria de Interior - ",40828,"   subsecretaria de pesca y acuicultura - "
"ah0023542","puerto montt","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-01-15,2015-01-17,"Reuniones con COREPA A.G. X Región; representantes artesanales Comité Manejo Merluza del Sur, Federación Hualaihue y Federación Dalcahué - ",466977,"   Subsecretaría de Pesca y Acuicultura -     Subsecretaría  de Pesca y Acuicultura - "
"ah0024462","Aukland, Nueva Zelanda","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-01-30,2015-02-07,"Asistencia a Reunión Organización Regional de Pesca del Pacífico Sur - ",6607626,"   subsecretaria de pesca y acuicultura - "
"ah0026762","Santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-03-05,2015-03-05,"reunión con Subsecretario del Interior - ",40828,"   subsecretaria de pesca y acuicltura - "
"ah0026772","Santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-03-08,2015-03-08,"Ceremonia día Internacional de la mujer, invitación Presidenta de la Republica - ",40828,"   subsecretaria de pesca y acuicultura - "
"ah0026782","santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-03-09,2015-03-09,"Reunión con Sra. Riola Solano, Sr. Simón Gundelach y Sr. Jose Hernández, XII Región - ",40828,"   subsecretaria de pesca y acuicultura - "
"ah0026822","Santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-03-16,2015-03-16,"Reunión con Sr. Ministro de Economía y reuniones internas con Directivos de Subsecretaría de Pesca y Acuicultura - ",40828,"   subsecretaria de pesca y acuicultura - "
"ah0026832","Punta Arenas","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-03-19,2015-03-19,"Acompañar Sr. Ministro de Economía para dar Cuenta Pública y reunión con actores sectoriales de la pesca artesanal y Acuicultura - ",554955,"   SUBPESCA - "
"ah0026842","Santiago","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-03-24,2015-03-24,"Reunión Diputados Carmona y Provoste - ",40828,"   SUBPESCA - "
"ah0026852","Concepción","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-03-25,2015-03-26,"Reunión con Autoridades Regionales y Dirigentes de Pescadores Artesanales - ",356725,"   SUBPESCA - "
"ah0026872","Concepcion","Raúl Súnico Galdames","AH002171","SUBSECRETARÍA DE PESCA","ah002","Subsecretario(a)",2015-03-11,2015-03-12,"Reunión autoridades regionales y Dirigentes de Pescadores Artesanales del Bío Bío - ",274456,"   SUBPESCA - "
"ah0112932","Iquique, Chile","Javiera Montes Cruz","AH011212","SUBSECRETARÍA DE TURISMO","ah011","Subsecretario(a)",2015-01-08,2015-01-09,"Llegada de los corredores al podio Rally Dakar 2015 - ",535693,"   Subsecretaría de Turismo - "
"ah0112942","Puerto Montt, Chile","Javiera Montes Cruz","AH011212","SUBSECRETARÍA DE TURISMO","ah011","Subsecretario(a)",2015-01-12,2015-01-12,"Reunión de coordinación de la próxima cumbre de Turismo Aventura Adventure Travel World Summit 2015. - ",302934,"   Subsecretaría de Turismo - "
"ah0112952","Maule, Chile","Javiera Montes Cruz","AH011212","SUBSECRETARÍA DE TURISMO","ah011","Subsecretario(a)",2015-01-10,2015-01-10,"Salida turística ferrocarril Ramal Talca-Constitución - ",14600,"   Subsecretaría de Turismo - "
"ah0112962","Madrid, España","Javiera Montes Cruz","AH011212","SUBSECRETARÍA DE TURISMO","ah011","Subsecretario(a)",2015-01-27,2015-01-29,"Asistencia a Feria Internacional de Turismo (Fitur) 2015 - ",6939636,"   Subsecretaría de Turismo - "
"ah0113532","Carahue, Temuco, Chile","Javiera Montes Cruz","AH011212","SUBSECRETARÍA DE TURISMO","ah011","Subsecretario(a)",2015-02-03,2015-02-03,"Lanzamiento Regional de Programa Turismo Familiar - ",113178,"   Subsecretaría de Turismo - "
"ah0114262","Caleta Matanza, Navidad, Chile","Javiera Montes Cruz","AH011212","SUBSECRETARÍA DE TURISMO","ah011","Subsecretario(a)",2015-01-22,2015-01-22,"Lanzamiento Vacaciona caleta. Promoción de caletas turísticas a nivel nacional - ",0,"   Subsecretaría de Turismo - "
"ah0114272","Valparaíso, Chile","Javiera Montes Cruz","AH011212","SUBSECRETARÍA DE TURISMO","ah011","Subsecretario(a)",2015-01-07,2015-01-07,"Participación en Comisión de Obras Públicas del Senado - ",0,"   Subsecretaría de Turismo - "
"ah0115732","Punta Arenas","Javiera Montes Cruz","AH011212","SUBSECRETARÍA DE TURISMO","ah011","Subsecretario(a)",2015-03-18,2015-03-20,"Reunión con Cámaras de Turismo de Tierra del Fuego y Timaukel; reunión con Seremi de Economía, Fomento y Turismo, Directora Regional de Sernatur, Director Regional Sernapesca y Director Zonal de Pesca; reunión Cámaras y Asociaciones Gremiales de Turismo de Magallanes; ceremonia entrega Sellos Q de Certificación de Calidad Turística. - ",513105,"   Subsecretaría de Turismo - "
"ah0116622","Valparaíso","Javiera Montes Cruz","AH011212","SUBSECRETARÍA DE TURISMO","ah011","Subsecretario(a)",2015-03-27,2015-03-27,"Reunión con Comité de Seremi de Economía - ",1800,"   Subsecretaría de Turismo - "
"ai0072192","CARTAGENA, V REGION","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2015-01-03,2015-01-03,"LANZAMIENTO PROGRAMA VERANO PARA TODOS Y TODAS - ",48828,"   SUBSECRETARIA EVALUACION SOCIAL - "
"ai0072202","VALPARAISO, V REGION","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2015-01-06,2015-01-06,"INAUGURACION CLUB DEPORTIVO 11 ESTRELLAS, RECONSTRUIDO DESPUES DE INCENDIO EN ABRIL 2014  EN CERRO LA CRUZ - ",40828,"   SUBSECRETARIA EVALUACION SOCIAL - "
"ai0072362","VALPARAISO Y QUILPUE - V REGION","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2015-01-07,2015-01-07,"ASISTE A BICAMERAL CONGRESO NACIONAL  ASISTE A ACTIVIDAD FOSIS V REGION - PROGRAMA NIÑAS Y NIÑOS EN ACCION CAMPAMENTO VILLA FUNDADORES. - ",40828,"   SUBSECRETARIA EVALUACIÓN SOCIAL - "
"ai0073882","PUNTA ARENAS","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2015-01-18,2015-01-19,"ENCUENTRO CON LAS FAMILIAS DEL SUBSISTEMA DE SEGURIDAD Y OPORTUNIDADES, REUNION CON FUNCIONARIOS, INAUGURACION CENTRO DE NIÑOS, Y OTROS . - ",143,"   Subsecretaria de Evaluación Social - "
"ai0073892","TEMUCO","María Fernanda Villegas Acevedo","AI007222","SUBSECRETARIA DE EVALUACIÓN SOCIAL","ai007","Ministro(a)",2015-01-20,2015-01-20,"Visita Región de la Araucanía - ",40828,"   Subsecretaria Evaluación Social - "
